"d_nutr","d_cm","d_satt","d_educ","d_elct","d_sani","d_wtr","d_hsg","d_ckfl","d_asst","area","region","stratum","psu","weight","year","t"
1,0,1,0,1,0,1,0,0,0,"1","5",505,505005,1,2010,1
1,0,1,0,1,0,0,0,0,0,"1","1",104,104003,1,2010,1
0,0,0,0,1,0,0,0,1,0,"0","11",1104,1104005,1,2010,1
0,0,1,0,0,1,1,1,1,0,"1","5",504,504004,1,2010,1
1,0,0,1,1,0,1,1,0,0,"1","17",1702,1702003,1,2010,1
0,0,0,0,0,0,0,1,0,0,"1","4",400,400003,1,2010,1
0,0,0,1,0,0,0,1,0,0,"0","3",303,303001,1,2010,1
0,0,0,0,1,1,1,1,0,0,"0","19",1901,1901004,1,2010,1
0,0,0,0,0,0,0,0,1,0,"1","3",304,304001,1,2010,1
0,0,0,1,0,1,1,1,0,1,"1","20",2004,2004003,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","17",1705,1705002,1,2010,1
1,0,0,0,0,0,0,1,1,1,"1","5",503,503002,1,2010,1
0,0,0,0,1,0,1,0,0,0,"1","20",2003,2003002,1,2010,1
0,0,0,0,1,0,0,0,0,1,"0","14",1402,1402003,1,2010,1
1,0,1,0,0,0,1,0,1,0,"0","5",503,503004,1,2010,1
0,0,0,0,0,0,0,0,1,0,"1","19",1903,1903003,1,2010,1
0,0,0,0,0,0,0,1,0,0,"0","4",401,401003,1,2010,1
0,0,0,0,1,0,0,0,0,1,"1","6",604,604004,1,2010,1
1,0,0,0,0,0,0,1,0,0,"0","20",2003,2003002,1,2010,1
1,0,1,0,0,0,0,1,0,0,"1","17",1700,1700002,1,2010,1
0,0,0,0,0,0,0,1,0,0,"0","9",900,900001,1,2010,1
0,0,0,0,0,0,1,1,0,0,"0","15",1500,1500001,1,2010,1
0,0,0,0,0,0,0,0,0,1,"1","16",1602,1602005,1,2010,1
0,0,0,1,0,0,0,0,0,1,"1","1",103,103004,1,2010,1
0,0,1,0,0,0,0,1,0,0,"1","4",403,403000,1,2010,1
0,0,1,1,0,0,0,1,0,0,"1","10",1004,1004000,1,2010,1
0,0,0,0,0,1,0,1,0,0,"1","6",604,604001,1,2010,1
0,0,1,1,0,0,1,0,0,0,"1","6",601,601003,1,2010,1
0,0,1,0,1,0,0,0,0,1,"0","1",102,102002,1,2010,1
0,0,1,0,0,1,0,1,0,0,"0","2",203,203002,1,2010,1
0,0,0,0,1,0,0,1,0,0,"1","17",1703,1703001,1,2010,1
0,0,1,0,0,0,0,0,1,0,"0","4",401,401002,1,2010,1
0,0,0,0,0,0,1,0,0,0,"0","14",1402,1402004,1,2010,1
0,0,0,1,1,1,1,0,0,0,"1","1",103,103005,1,2010,1
0,0,0,1,0,1,0,1,0,1,"1","2",200,2e+05,1,2010,1
1,0,0,0,0,0,0,0,0,0,"1","5",504,504002,1,2010,1
0,0,0,1,0,0,0,1,0,0,"1","12",1204,1204004,1,2010,1
0,0,0,1,1,1,0,0,0,0,"1","17",1703,1703001,1,2010,1
0,0,0,0,0,1,0,1,1,1,"0","20",2002,2002004,1,2010,1
0,0,0,0,0,0,0,0,1,0,"1","5",504,504001,1,2010,1
1,0,0,1,0,0,0,0,0,1,"1","4",401,401002,1,2010,1
0,0,0,0,0,1,1,1,0,0,"1","8",803,803001,1,2010,1
0,0,0,0,0,0,1,0,0,0,"1","10",1004,1004004,1,2010,1
0,0,1,0,0,0,0,1,0,0,"0","16",1604,1604002,1,2010,1
0,0,0,0,1,0,0,1,0,0,"1","9",900,900003,1,2010,1
0,0,0,0,1,0,0,1,0,0,"1","8",803,803004,1,2010,1
0,0,0,0,1,0,0,1,0,0,"1","10",1003,1003004,1,2010,1
0,0,1,1,0,1,1,0,0,1,"1","12",1202,1202002,1,2010,1
1,0,0,0,0,0,1,0,0,1,"1","11",1102,1102003,1,2010,1
0,0,0,0,0,0,0,0,0,0,"0","5",505,505003,1,2010,1
0,0,0,0,1,0,0,1,1,0,"1","17",1704,1704001,1,2010,1
1,1,0,0,0,0,0,0,0,0,"1","10",1003,1003003,1,2010,1
1,0,0,0,0,0,1,0,0,0,"0","8",805,805003,1,2010,1
0,0,1,0,0,0,1,0,0,0,"1","13",1304,1304001,1,2010,1
0,0,0,0,0,0,1,1,1,1,"1","9",904,904002,1,2010,1
0,0,0,0,0,0,0,0,0,1,"1","10",1005,1005005,1,2010,1
0,0,1,0,1,0,0,0,0,0,"0","20",2004,2004000,1,2010,1
0,0,0,0,0,0,0,0,0,0,"0","12",1201,1201002,1,2010,1
1,0,0,0,1,0,1,0,0,1,"0","2",203,203004,1,2010,1
0,0,1,0,1,0,0,1,0,1,"1","12",1202,1202004,1,2010,1
0,0,0,1,1,1,0,0,0,0,"1","16",1604,1604004,1,2010,1
1,0,0,1,0,1,1,0,0,0,"0","12",1205,1205002,1,2010,1
1,0,0,0,0,0,0,0,0,0,"1","17",1702,1702005,1,2010,1
0,1,0,0,1,1,1,0,0,0,"1","14",1401,1401002,1,2010,1
1,0,0,0,1,1,0,0,0,0,"0","18",1801,1801001,1,2010,1
0,0,0,0,0,1,1,1,0,1,"0","7",704,704001,1,2010,1
0,0,0,0,0,0,1,0,0,1,"0","20",2002,2002004,1,2010,1
0,0,1,0,0,0,0,1,0,0,"1","18",1804,1804001,1,2010,1
0,0,1,1,0,0,1,0,0,0,"0","19",1904,1904001,1,2010,1
1,0,0,0,1,1,0,0,0,0,"1","17",1702,1702003,1,2010,1
0,0,0,1,0,1,0,0,1,0,"1","6",604,604001,1,2010,1
0,0,1,1,0,0,1,0,1,0,"0","9",901,901005,1,2010,1
0,0,1,0,0,1,1,1,0,0,"1","9",904,904001,1,2010,1
1,0,1,0,1,1,1,0,0,0,"0","18",1804,1804005,1,2010,1
0,0,1,1,0,0,0,0,0,0,"1","14",1403,1403003,1,2010,1
0,0,1,0,1,0,0,0,0,0,"0","7",703,703002,1,2010,1
0,0,1,1,0,0,1,0,0,1,"1","18",1802,1802004,1,2010,1
0,0,1,0,0,1,1,0,0,0,"0","9",902,902002,1,2010,1
0,0,1,0,0,1,0,0,0,0,"1","4",404,404000,1,2010,1
0,0,0,0,0,0,1,0,0,1,"1","12",1205,1205004,1,2010,1
0,0,0,0,1,1,0,0,0,0,"1","5",505,505004,1,2010,1
0,0,0,1,0,0,0,0,0,0,"1","4",403,403005,1,2010,1
1,0,1,0,0,0,1,0,0,0,"1","7",703,703002,1,2010,1
0,0,0,1,0,0,1,0,0,1,"1","17",1703,1703002,1,2010,1
0,0,1,0,1,0,1,1,0,0,"1","7",704,704002,1,2010,1
0,0,0,0,1,0,1,0,0,0,"1","13",1301,1301004,1,2010,1
0,0,0,0,0,0,1,0,0,0,"0","10",1002,1002002,1,2010,1
0,0,0,0,0,0,0,0,0,1,"1","15",1503,1503001,1,2010,1
0,0,0,0,1,0,0,1,0,0,"0","1",103,103002,1,2010,1
0,0,1,0,0,1,1,0,0,0,"0","17",1705,1705003,1,2010,1
0,1,0,0,0,1,0,0,1,0,"0","2",203,203001,1,2010,1
0,0,0,1,0,0,1,0,1,0,"0","14",1404,1404005,1,2010,1
0,0,0,1,1,1,1,0,0,1,"0","1",103,103001,1,2010,1
1,0,1,0,1,0,0,0,0,0,"1","6",604,604003,1,2010,1
0,0,0,0,1,0,0,0,1,0,"0","19",1904,1904001,1,2010,1
0,0,0,0,0,1,0,0,1,0,"1","11",1100,1100001,1,2010,1
0,1,0,0,0,1,0,1,0,1,"1","17",1704,1704002,1,2010,1
0,0,0,0,1,0,0,1,0,1,"1","12",1204,1204000,1,2010,1
1,0,1,1,1,0,0,1,0,1,"0","15",1503,1503004,1,2010,1
0,0,0,1,1,0,0,0,1,0,"0","20",2004,2004000,1,2010,1
0,0,0,0,0,1,0,1,1,0,"1","7",702,702004,1,2010,1
0,0,0,0,0,0,0,0,1,0,"1","1",101,101004,1,2010,1
0,0,1,1,0,0,1,0,0,1,"1","7",701,701003,1,2010,1
0,1,0,1,0,0,0,0,1,1,"1","15",1505,1505002,1,2010,1
0,0,1,0,0,0,0,0,0,0,"1","20",2005,2005003,1,2010,1
0,0,0,0,0,1,0,1,0,0,"0","17",1702,1702002,1,2010,1
0,0,1,1,1,0,0,0,0,0,"0","17",1700,1700001,1,2010,1
0,0,0,0,0,1,0,0,0,0,"1","14",1404,1404004,1,2010,1
0,0,1,0,1,0,0,0,1,1,"1","1",102,102001,1,2010,1
1,0,0,0,1,0,0,0,0,0,"0","12",1200,1200004,1,2010,1
0,0,0,1,1,0,0,1,0,1,"0","14",1403,1403003,1,2010,1
0,0,1,0,0,0,0,1,0,1,"1","19",1905,1905000,1,2010,1
0,0,0,0,1,1,0,0,0,0,"0","18",1803,1803004,1,2010,1
1,0,1,0,1,0,0,0,0,0,"1","10",1005,1005005,1,2010,1
0,0,0,0,0,1,0,0,0,0,"1","19",1902,1902001,1,2010,1
0,0,1,0,1,0,0,1,0,0,"0","11",1104,1104005,1,2010,1
1,0,1,0,1,0,0,1,0,0,"1","10",1002,1002003,1,2010,1
1,0,0,0,0,0,0,0,0,0,"1","7",703,703005,1,2010,1
0,0,0,1,0,0,1,1,0,1,"0","12",1204,1204001,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","1",100,100002,1,2010,1
0,0,0,0,0,1,0,0,0,1,"0","8",804,804004,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","14",1402,1402003,1,2010,1
0,0,0,0,0,0,0,0,0,0,"0","3",302,302003,1,2010,1
0,0,0,0,1,1,1,0,0,0,"1","19",1902,1902002,1,2010,1
0,0,1,0,1,0,0,0,0,1,"0","18",1804,1804003,1,2010,1
1,0,1,0,0,1,0,1,0,0,"1","4",401,401004,1,2010,1
1,0,0,0,0,0,0,1,0,0,"1","4",401,401002,1,2010,1
0,0,0,1,0,0,0,0,0,0,"1","7",703,703001,1,2010,1
1,0,1,0,0,0,0,0,0,0,"0","8",804,804004,1,2010,1
1,0,0,0,0,0,1,0,0,1,"0","7",701,701004,1,2010,1
0,0,0,1,0,0,0,1,0,0,"1","8",804,804004,1,2010,1
0,0,0,0,0,0,1,1,0,1,"1","16",1601,1601005,1,2010,1
0,1,0,0,0,0,0,0,0,0,"0","12",1201,1201003,1,2010,1
0,0,1,1,1,0,0,0,0,0,"1","11",1103,1103003,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","16",1601,1601003,1,2010,1
0,0,1,0,0,0,0,1,0,1,"0","17",1704,1704002,1,2010,1
0,0,0,0,1,1,0,1,0,0,"0","5",501,501005,1,2010,1
0,0,0,0,1,0,0,0,0,0,"0","15",1502,1502002,1,2010,1
0,1,0,0,0,1,1,0,0,1,"0","16",1604,1604004,1,2010,1
0,0,0,0,1,1,1,1,0,0,"1","8",803,803005,1,2010,1
0,0,1,0,0,0,0,1,0,0,"1","2",202,202003,1,2010,1
1,0,0,0,1,0,0,0,0,0,"0","4",404,404002,1,2010,1
0,0,0,0,0,0,1,0,0,0,"1","17",1703,1703004,1,2010,1
0,0,0,0,0,0,0,1,0,0,"1","15",1505,1505004,1,2010,1
0,1,0,0,0,0,0,1,0,0,"1","17",1702,1702004,1,2010,1
1,0,0,1,0,0,0,1,1,0,"0","20",2005,2005004,1,2010,1
0,0,0,1,0,0,1,1,0,0,"1","11",1102,1102000,1,2010,1
1,0,0,0,0,0,1,1,0,0,"0","17",1702,1702003,1,2010,1
0,0,0,0,0,0,0,0,0,1,"1","11",1104,1104004,1,2010,1
1,0,0,0,1,1,1,0,0,0,"0","8",803,803002,1,2010,1
1,0,0,0,0,1,0,1,0,0,"1","1",102,102001,1,2010,1
0,0,1,0,0,1,0,0,0,1,"1","15",1501,1501001,1,2010,1
0,0,1,0,1,0,0,0,1,0,"1","11",1101,1101003,1,2010,1
0,0,0,0,1,0,0,0,0,1,"0","18",1800,1800001,1,2010,1
0,0,0,0,1,0,1,1,0,1,"1","2",202,202002,1,2010,1
1,0,0,0,0,1,0,0,1,1,"0","20",2002,2002004,1,2010,1
1,0,0,0,1,0,0,0,1,0,"0","14",1400,1400002,1,2010,1
0,0,0,1,1,0,0,0,1,1,"0","12",1204,1204003,1,2010,1
0,0,1,0,0,0,0,0,0,0,"1","9",904,904005,1,2010,1
1,0,1,0,1,0,0,0,0,0,"0","8",805,805001,1,2010,1
1,0,0,0,0,0,1,0,1,0,"1","19",1901,1901005,1,2010,1
0,0,0,1,1,1,0,0,1,0,"1","15",1504,1504004,1,2010,1
0,0,0,1,0,1,1,0,0,0,"1","3",303,303005,1,2010,1
1,0,0,0,1,0,1,0,0,1,"0","14",1403,1403002,1,2010,1
0,0,1,0,0,0,0,0,0,0,"1","7",704,704001,1,2010,1
0,1,0,0,0,0,0,1,0,0,"0","14",1404,1404004,1,2010,1
0,0,0,0,0,0,0,0,0,0,"0","16",1604,1604005,1,2010,1
0,0,0,0,1,0,1,0,0,1,"0","18",1802,1802004,1,2010,1
1,0,0,0,0,0,0,0,0,0,"0","9",901,901001,1,2010,1
0,0,0,0,0,0,0,1,0,0,"0","15",1502,1502005,1,2010,1
0,0,1,1,0,1,1,0,0,0,"1","14",1400,1400002,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","11",1105,1105003,1,2010,1
0,0,0,0,1,1,1,0,0,1,"1","16",1601,1601004,1,2010,1
1,0,0,1,1,0,1,0,0,0,"0","12",1205,1205001,1,2010,1
0,0,0,0,0,1,0,0,0,0,"1","17",1700,1700001,1,2010,1
0,0,0,0,1,0,1,0,1,0,"1","19",1900,1900003,1,2010,1
0,0,0,0,1,1,0,0,1,1,"1","14",1402,1402000,1,2010,1
0,0,0,0,0,1,0,1,0,0,"1","12",1202,1202000,1,2010,1
0,0,0,0,1,1,0,1,0,1,"1","17",1703,1703002,1,2010,1
0,1,0,1,1,0,0,0,0,0,"0","12",1201,1201003,1,2010,1
0,0,0,0,0,0,0,1,1,0,"0","6",605,605002,1,2010,1
0,0,0,0,0,1,0,1,0,0,"0","19",1904,1904001,1,2010,1
0,0,0,1,0,0,1,1,0,1,"1","12",1203,1203002,1,2010,1
1,0,1,0,0,0,0,0,0,1,"0","15",1501,1501003,1,2010,1
0,0,1,0,1,0,0,0,0,0,"0","11",1104,1104004,1,2010,1
1,0,1,0,1,0,0,0,0,1,"0","6",602,602001,1,2010,1
0,0,0,0,0,0,0,1,0,1,"0","6",601,601004,1,2010,1
0,0,0,0,1,0,1,1,0,0,"1","9",903,903005,1,2010,1
1,1,0,1,0,0,0,0,0,0,"1","13",1303,1303004,1,2010,1
0,0,0,1,0,1,0,0,0,1,"1","9",902,902001,1,2010,1
0,1,0,0,0,1,0,1,0,0,"1","5",501,501002,1,2010,1
0,0,0,0,0,0,0,1,1,0,"1","1",103,103003,1,2010,1
1,0,0,0,1,0,0,0,0,0,"1","15",1504,1504001,1,2010,1
0,0,0,1,0,1,0,0,0,1,"0","10",1002,1002004,1,2010,1
0,0,1,0,1,0,0,0,0,1,"1","19",1900,1900002,1,2010,1
0,0,1,0,1,1,0,0,0,0,"1","2",201,201003,1,2010,1
1,0,1,0,1,1,1,0,0,1,"0","3",303,303003,1,2010,1
0,0,1,0,0,1,0,0,0,0,"1","2",203,203003,1,2010,1
1,0,0,0,0,1,0,0,1,0,"0","20",2004,2004000,1,2010,1
1,0,1,0,0,1,0,0,1,1,"0","8",803,803004,1,2010,1
1,0,0,0,1,1,0,0,0,0,"0","10",1000,1000002,1,2010,1
1,0,1,0,0,0,1,0,0,0,"0","1",104,104002,1,2010,1
0,0,1,0,1,1,0,0,0,0,"1","15",1502,1502003,1,2010,1
0,0,1,0,1,0,0,1,0,1,"1","6",600,600004,1,2010,1
1,0,1,0,1,0,0,0,0,0,"1","1",102,102003,1,2010,1
0,0,1,0,0,0,0,1,0,0,"1","9",902,902002,1,2010,1
0,0,0,0,0,0,0,1,1,1,"1","20",2000,2000001,1,2010,1
0,0,0,0,0,0,0,0,0,0,"0","14",1403,1403001,1,2010,1
0,1,0,0,0,0,1,0,1,1,"0","18",1801,1801000,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","13",1304,1304004,1,2010,1
0,0,1,0,1,0,1,1,0,0,"1","12",1202,1202004,1,2010,1
0,0,0,0,1,0,1,0,0,0,"1","17",1701,1701002,1,2010,1
1,0,0,0,0,0,0,1,0,1,"0","17",1703,1703002,1,2010,1
0,0,1,0,1,1,0,0,0,0,"1","3",304,304003,1,2010,1
0,0,1,1,0,1,1,0,0,0,"0","8",803,803003,1,2010,1
0,0,1,0,1,0,0,0,0,0,"0","15",1503,1503001,1,2010,1
0,0,0,0,1,0,1,0,0,1,"1","4",403,403001,1,2010,1
1,0,0,0,0,0,0,0,1,0,"0","19",1900,1900003,1,2010,1
0,0,1,0,0,0,0,0,0,0,"1","3",305,305003,1,2010,1
0,0,1,0,1,0,0,0,0,0,"0","19",1905,1905004,1,2010,1
0,0,0,0,0,1,1,1,0,0,"1","18",1802,1802003,1,2010,1
1,0,0,0,0,0,1,0,0,0,"0","15",1504,1504005,1,2010,1
1,0,1,0,0,0,1,0,1,0,"1","10",1002,1002005,1,2010,1
0,0,0,1,0,0,0,0,1,0,"1","7",703,703003,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","11",1103,1103003,1,2010,1
0,0,0,0,0,1,0,0,0,1,"1","3",305,305005,1,2010,1
0,0,0,0,1,0,0,1,0,0,"0","11",1103,1103000,1,2010,1
0,0,1,0,0,0,0,0,0,0,"0","16",1603,1603005,1,2010,1
0,0,0,0,0,1,0,1,0,0,"1","3",304,304005,1,2010,1
1,0,1,0,0,0,0,0,0,1,"1","11",1103,1103003,1,2010,1
0,0,0,0,1,1,0,1,1,0,"1","7",704,704004,1,2010,1
0,0,0,1,1,1,0,1,0,0,"0","2",201,201002,1,2010,1
1,0,0,0,1,0,1,0,1,0,"0","11",1101,1101004,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","5",500,500001,1,2010,1
0,0,0,0,1,0,0,0,0,0,"1","10",1003,1003000,1,2010,1
0,1,0,0,1,0,1,1,0,0,"0","9",904,904003,1,2010,1
0,0,0,1,0,0,0,0,0,0,"1","18",1802,1802001,1,2010,1
0,0,0,0,0,0,0,1,0,0,"1","11",1103,1103004,1,2010,1
0,1,0,0,0,0,1,1,0,0,"1","9",903,903001,1,2010,1
1,0,0,0,1,0,0,0,0,0,"1","2",202,202002,1,2010,1
0,0,0,0,1,1,0,1,0,0,"1","16",1602,1602002,1,2010,1
0,0,0,0,0,0,0,1,1,0,"1","11",1103,1103001,1,2010,1
0,0,0,0,1,0,0,1,0,0,"1","10",1001,1001004,1,2010,1
0,0,0,0,0,1,0,0,0,1,"1","15",1503,1503005,1,2010,1
0,0,0,0,0,0,0,1,1,0,"1","16",1603,1603002,1,2010,1
0,0,1,1,1,1,0,0,0,1,"0","16",1605,1605002,1,2010,1
1,0,0,0,1,0,1,1,0,1,"1","14",1400,1400005,1,2010,1
1,0,0,0,0,0,0,0,0,0,"1","7",702,702001,1,2010,1
0,0,0,0,1,0,0,0,0,0,"1","20",2004,2004005,1,2010,1
0,0,0,0,0,0,0,0,0,0,"0","15",1502,1502003,1,2010,1
1,0,0,0,1,0,1,0,0,0,"0","6",601,601003,1,2010,1
1,0,0,0,0,1,0,0,0,1,"1","8",803,803001,1,2010,1
1,0,0,1,0,1,0,0,0,0,"1","1",104,104002,1,2010,1
0,1,0,0,0,0,0,1,0,0,"1","18",1803,1803001,1,2010,1
0,0,0,0,0,0,1,1,0,0,"1","2",201,201002,1,2010,1
1,0,0,0,1,0,1,0,0,0,"1","19",1902,1902003,1,2010,1
1,0,0,1,1,0,0,0,0,0,"0","3",302,302003,1,2010,1
0,0,0,1,1,0,0,0,0,0,"0","14",1400,1400003,1,2010,1
0,0,0,0,0,1,1,0,0,0,"0","20",2004,2004003,1,2010,1
0,0,0,0,1,1,0,1,0,0,"0","13",1302,1302004,1,2010,1
0,0,0,1,1,0,0,1,1,0,"1","1",101,101004,1,2010,1
1,0,0,0,1,0,0,0,0,0,"1","1",100,100002,1,2010,1
0,0,0,1,0,0,0,1,0,0,"0","18",1801,1801002,1,2010,1
0,0,1,0,0,1,0,0,0,0,"1","11",1101,1101003,1,2010,1
0,0,1,0,0,0,0,0,0,0,"1","18",1802,1802000,1,2010,1
0,0,1,0,0,0,0,1,0,0,"0","16",1604,1604003,1,2010,1
0,0,0,0,0,1,1,1,0,0,"1","16",1603,1603002,1,2010,1
0,0,0,1,0,0,1,0,0,1,"0","11",1100,1100005,1,2010,1
1,0,0,0,0,0,0,0,0,1,"1","17",1702,1702001,1,2010,1
0,0,0,0,1,0,0,0,0,1,"1","17",1702,1702001,1,2010,1
1,0,1,0,0,0,0,1,0,1,"0","3",300,300001,1,2010,1
0,0,0,0,1,0,1,0,0,0,"0","16",1602,1602004,1,2010,1
0,0,0,0,0,0,0,1,0,1,"1","10",1004,1004004,1,2010,1
0,0,0,1,1,0,1,0,0,1,"1","18",1800,1800003,1,2010,1
1,0,0,0,0,1,0,1,0,1,"1","11",1104,1104001,1,2010,1
1,0,0,0,0,0,1,1,1,1,"1","11",1105,1105001,1,2010,1
0,0,1,0,0,0,0,0,1,1,"1","2",204,204005,1,2010,1
0,0,0,0,0,0,0,1,1,0,"0","16",1605,1605002,1,2010,1
0,0,0,1,0,0,0,0,0,0,"0","13",1302,1302003,1,2010,1
1,0,1,0,1,0,0,0,0,0,"1","9",905,905001,1,2010,1
0,0,1,0,0,0,0,0,0,1,"1","4",401,401001,1,2010,1
0,0,1,0,0,0,1,0,0,0,"0","16",1601,1601000,1,2010,1
0,0,0,0,0,0,1,0,0,0,"1","15",1502,1502000,1,2010,1
0,0,0,0,1,0,0,0,0,0,"1","3",303,303005,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","14",1401,1401001,1,2010,1
0,1,1,1,1,1,0,0,0,0,"1","15",1501,1501001,1,2010,1
0,0,0,1,1,0,0,0,1,1,"0","2",200,200003,1,2010,1
0,0,0,0,0,0,0,0,0,1,"0","5",501,501003,1,2010,1
0,0,0,0,0,0,0,0,0,0,"0","4",401,401001,1,2010,1
0,0,0,0,0,0,0,0,0,0,"0","7",701,701005,1,2010,1
0,0,0,0,1,0,0,1,0,1,"1","19",1901,1901003,1,2010,1
1,0,0,1,1,0,1,0,0,1,"1","9",901,901003,1,2010,1
1,1,0,0,0,1,0,0,0,0,"1","1",105,105002,1,2010,1
0,0,0,1,0,0,1,0,0,0,"1","9",902,902001,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","5",502,502005,1,2010,1
0,0,0,0,1,0,0,0,0,1,"0","3",305,305003,1,2010,1
1,0,0,0,0,1,1,1,0,1,"1","15",1503,1503003,1,2010,1
0,0,0,1,1,0,1,1,0,0,"0","2",202,202003,1,2010,1
1,0,0,0,0,0,0,1,1,0,"0","7",703,703002,1,2010,1
1,0,1,0,0,0,0,1,0,0,"0","20",2002,2002004,1,2010,1
0,0,1,1,1,0,1,1,0,0,"1","13",1303,1303004,1,2010,1
0,0,0,0,0,0,1,1,0,1,"1","4",404,404004,1,2010,1
0,0,0,1,0,0,0,0,0,0,"1","20",2005,2005004,1,2010,1
1,0,0,1,0,0,0,0,0,0,"0","11",1105,1105005,1,2010,1
0,0,1,0,0,1,0,1,0,1,"1","11",1104,1104002,1,2010,1
0,0,1,1,0,0,0,1,0,0,"0","16",1601,1601000,1,2010,1
1,0,0,0,1,0,0,1,1,0,"1","12",1202,1202003,1,2010,1
0,0,1,0,0,0,0,1,0,0,"1","19",1902,1902002,1,2010,1
0,0,0,1,1,0,0,0,0,0,"0","11",1102,1102005,1,2010,1
1,0,0,0,1,0,1,0,0,0,"0","11",1105,1105004,1,2010,1
0,0,0,0,0,0,1,1,0,0,"1","16",1601,1601001,1,2010,1
0,0,1,0,0,0,0,1,1,1,"1","18",1802,1802000,1,2010,1
0,0,1,1,1,0,0,0,0,1,"1","8",804,804004,1,2010,1
1,0,0,0,1,0,0,1,0,1,"1","17",1700,1700000,1,2010,1
0,0,1,0,1,1,1,1,0,0,"0","8",805,805003,1,2010,1
0,0,1,0,0,0,0,0,1,0,"0","18",1803,1803001,1,2010,1
0,0,1,1,1,1,0,1,0,0,"0","9",901,901005,1,2010,1
1,0,1,1,0,0,1,0,1,0,"0","5",504,504000,1,2010,1
0,0,0,0,0,1,0,1,0,1,"0","3",304,304003,1,2010,1
0,0,0,0,0,0,0,0,0,1,"1","2",205,205003,1,2010,1
0,0,1,0,1,0,0,1,0,0,"0","7",701,701002,1,2010,1
0,0,0,1,0,0,0,0,1,1,"1","10",1001,1001004,1,2010,1
0,0,0,1,0,0,0,1,0,0,"1","6",605,605004,1,2010,1
0,0,1,0,0,0,0,0,0,0,"0","5",504,504000,1,2010,1
1,0,0,0,1,0,1,0,0,0,"1","1",100,100001,1,2010,1
0,0,0,0,1,1,0,1,0,0,"1","8",801,801003,1,2010,1
1,0,0,0,0,0,0,1,0,0,"1","11",1105,1105002,1,2010,1
0,0,1,0,1,0,0,1,0,1,"1","8",805,805003,1,2010,1
0,0,0,1,0,0,0,1,0,1,"0","17",1700,1700001,1,2010,1
0,0,0,0,1,0,0,0,0,1,"0","6",604,604001,1,2010,1
1,0,0,0,0,0,0,0,0,0,"0","6",602,602003,1,2010,1
0,0,0,1,0,0,0,0,0,1,"1","11",1100,1100002,1,2010,1
0,0,0,0,0,0,1,0,0,1,"1","14",1404,1404001,1,2010,1
0,0,1,0,0,0,0,0,0,0,"1","1",103,103001,1,2010,1
1,0,0,0,1,0,0,0,0,0,"0","7",704,704004,1,2010,1
0,0,1,1,0,0,0,0,0,0,"1","18",1804,1804004,1,2010,1
1,0,0,1,0,0,0,0,0,1,"0","4",402,402002,1,2010,1
0,0,1,0,0,0,0,1,0,0,"1","1",102,102001,1,2010,1
0,0,0,0,1,0,1,1,0,1,"1","6",601,601003,1,2010,1
1,0,0,0,1,0,0,1,0,1,"0","13",1304,1304004,1,2010,1
1,0,0,0,0,1,0,1,0,0,"0","11",1100,1100003,1,2010,1
0,0,0,0,0,1,0,0,0,0,"0","2",204,204001,1,2010,1
0,0,0,0,1,0,0,0,0,0,"0","6",601,601001,1,2010,1
1,1,0,0,0,1,0,0,0,1,"0","18",1802,1802005,1,2010,1
0,0,0,1,1,0,0,0,1,0,"0","19",1902,1902004,1,2010,1
1,0,0,1,0,0,0,1,0,0,"1","11",1100,1100004,1,2010,1
0,0,0,1,0,0,1,1,0,0,"0","12",1202,1202002,1,2010,1
0,0,1,1,0,0,0,1,1,1,"0","18",1801,1801001,1,2010,1
0,0,0,0,1,0,0,0,1,0,"1","16",1603,1603001,1,2010,1
0,0,0,0,0,0,1,0,0,0,"1","11",1102,1102005,1,2010,1
0,1,1,0,0,0,0,0,0,1,"1","5",500,500003,1,2010,1
0,0,0,0,0,0,0,1,0,0,"0","15",1502,1502001,1,2010,1
0,0,1,0,0,0,0,0,1,0,"0","10",1003,1003002,1,2010,1
1,0,0,0,1,0,0,1,0,0,"0","9",904,904004,1,2010,1
1,0,0,0,0,1,0,1,1,0,"1","18",1801,1801001,1,2010,1
0,0,1,0,1,0,0,1,0,0,"0","17",1702,1702004,1,2010,1
0,0,0,1,0,1,0,0,0,0,"1","11",1101,1101003,1,2010,1
1,0,1,1,1,0,0,1,0,1,"1","20",2004,2004000,1,2010,1
0,0,0,0,1,1,1,1,1,1,"1","12",1204,1204002,1,2010,1
1,0,0,0,1,0,0,1,0,0,"1","2",204,204005,1,2010,1
0,1,0,0,0,0,0,1,0,1,"0","7",700,700002,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","3",302,302004,1,2010,1
0,0,0,1,0,1,0,1,0,0,"0","10",1004,1004004,1,2010,1
1,0,0,0,1,0,1,0,0,0,"1","4",400,400005,1,2010,1
